year_month,platform_name,media_type,avg_hours_per_user_per_month,monthly_active_users_millions,avg_sessions_per_user_per_month,retention_rate_pct,region
2020-11,Amazon Prime Video,Streaming,26.38,61.37,5.1,91.1%,Europe
2020-11,Amazon Prime Video,Streaming,26.38,61.37,5.1,0.9113,APAC
2020-12,Amazon Prime Video,Streaming,27.97,60.72,5.0,90.6%,North America
2020-12,Amazon Prime Video,Streaming,27.97,60.72,5.0,0.9059,Europe
2020-12,Amazon Prime Video,Streaming,27.97,60.72,5.0,0.9059,APAC
2021-01,Amazon Prime Video,Streaming,29.78,65.62,4.7,0.9004,North America
2021-01,Amazon Prime Video,Streaming,29.78,65.62,4.7,0.9004,Europe
2021-01,Amazon Prime Video,Streaming,29.78,65.62,4.7,90.0%,APAC
2021-02,Amazon Prime Video,Streaming,28.29,66.58,5.4,89.8%,North America
02/2021,Amazon Prime Video,Streaming,28.29,66.58,5.4,0.8985,Europe
2021-02,Amazon Prime Video,Streaming,28.29,66.58,5.4,0.8985,APAC
2021-03,Amazon Prime Video,Streaming,31.03,60.54,5.4,0.9127,North America
2021-03,Amazon Prime Video,Streaming,31.03,60.54,5.4,0.9127,Europe
2021-03,Amazon Prime Video,Streaming,31.03,60.54,5.4,91.3%,APAC
2021-04,Amazon Prime Video,Streaming,28.03,61.47,4.7,0.9017,North America
04/2021,Amazon Prime Video,Streaming,28.03,61.47,4.7,90.2%,Europe
2021-04,Amazon Prime Video,Streaming,28.03,61.47,4.7,0.9017,APAC
2021-05,Amazon Prime Video,Streaming,27.71,59.65,4.8,0.9083,North America
2021-05,Amazon Prime Video,Streaming,27.71,59.65,4.8,0.9083,Europe
05/2021,Amazon Prime Video,Streaming,27.71,59.65,4.8,0.9083,APAC
2021-06,Amazon Prime Video,Streaming,29.13,59.21,5.2,0.9118,North America
2021-06,Amazon Prime Video,Streaming,29.13,59.21,5.2,91.2%,Europe
2021-06,Amazon Prime Video,Streaming,29.13,59.21,5.2,0.9118,APAC
2021-07,Amazon Prime Video,Streaming,25.87,63.3,4.7,0.9213,North America
2021-07,Amazon Prime Video,Streaming,25.87,63.3,4.7,0.9213,Europe
2021-07,Amazon Prime Video,Streaming,25.87,63.3,4.7,0.9213,APAC
2021-08,Amazon Prime Video,Streaming,31.46,63.61,5.0,0.9024,North America
2021-08,Amazon Prime Video,Streaming,31.46,63.61,5.0,0.9024,Europe
08/2021,Amazon Prime Video,Streaming,31.46,63.61,5.0,0.9024,APAC
2021-09,Amazon Prime Video,Streaming,29.88,63.15,4.8,91.5%,North America
2021-09,Amazon Prime Video,Streaming,29.88,63.15,4.8,91.5%,Europe
2021-09,Amazon Prime Video,Streaming,29.88,63.15,4.8,0.9154,APAC
2021-10,Amazon Prime Video,Streaming,29.38,60.4,4.8,90.9%,North America
2021-10,Amazon Prime Video,Streaming,29.38,60.4,4.8,0.9094,Europe
10/2021,Amazon Prime Video,Streaming,29.38,60.4,4.8,0.9094,APAC
2021-11,Amazon Prime Video,Streaming,28.11,65.92,5.2,92.2%,North America
2021-11,Amazon Prime Video,Streaming,28.11,65.92,5.2,0.9219,Europe
2021-11,Amazon Prime Video,Streaming,28.11,65.92,5.2,0.9219,APAC
2021-12,Amazon Prime Video,Streaming,27.67,63.04,5.0,92.4%,North America
2021-12,Amazon Prime Video,Streaming,27.67,63.04,5.0,0.9236,Europe
2021-12,Amazon Prime Video,Streaming,27.67,63.04,5.0,0.9236,APAC
2022-01,Amazon Prime Video,Streaming,32.87,64.69,4.9,0.9139,North America
2022-01,Amazon Prime Video,Streaming,32.87,64.69,4.9,91.4%,Europe
2022-01,Amazon Prime Video,Streaming,32.87,64.69,4.9,91.4%,APAC
2022-02,Amazon Prime Video,Streaming,29.68,63.82,5.2,0.9196,North America
02/2022,Amazon Prime Video,Streaming,29.68,63.82,5.2,0.9196,Europe
02/2022,Amazon Prime Video,Streaming,29.68,63.82,5.2,0.9196,APAC
2022-03,Amazon Prime Video,Streaming,28.39,61.69,5.1,0.8946,North America
2022-03,Amazon Prime Video,Streaming,28.39,61.69,5.1,0.8946,Europe
2022-03,Amazon Prime Video,Streaming,28.39,61.69,5.1,0.8946,APAC
2022-04,Amazon Prime Video,Streaming,28.0,60.27,5.6,0.9174,North America
2022-04,Amazon Prime Video,Streaming,28.0,60.27,5.6,0.9174,Europe
2022-04,Amazon Prime Video,Streaming,28.0,60.27,5.6,0.9174,APAC
2022-05,Amazon Prime Video,Streaming,29.73,66.48,5.0,0.9148,North America
2022-05,Amazon Prime Video,Streaming,29.73,66.48,5.0,91.5%,Europe
2022-05,Amazon Prime Video,Streaming,29.73,66.48,5.0,0.9148,APAC
2022-06,Amazon Prime Video,Streaming,31.21,64.44,5.1,0.9172,North America
06/2022,Amazon Prime Video,Streaming,31.21,64.44,5.1,91.7%,Europe
2022-06,Amazon Prime Video,Streaming,31.21,64.44,5.1,0.9172,APAC
2022-07,Amazon Prime Video,Streaming,28.92,67.23,4.8,0.9133,North America
2022-07,Amazon Prime Video,Streaming,28.92,67.23,4.8,0.9133,Europe
2022-07,Amazon Prime Video,Streaming,28.92,67.23,4.8,0.9133,APAC
2022-08,Amazon Prime Video,Streaming,30.81,63.68,5.0,0.9158,North America
08/2022,Amazon Prime Video,Streaming,30.81,63.68,5.0,0.9158,Europe
2022-08,Amazon Prime Video,Streaming,30.81,63.68,5.0,0.9158,APAC
2022-09,Amazon Prime Video,Streaming,31.72,66.65,5.2,91.6%,North America
2022-09,Amazon Prime Video,Streaming,31.72,66.65,5.2,91.6%,Europe
09/2022,Amazon Prime Video,Streaming,31.72,66.65,5.2,0.9157,APAC
2022-10,Amazon Prime Video,Streaming,32.27,67.04,4.7,91.7%,North America
2022-10,Amazon Prime Video,Streaming,32.27,67.04,4.7,0.9166,Europe
2022-10,Amazon Prime Video,Streaming,32.27,67.04,4.7,0.9166,APAC
2022-11,Amazon Prime Video,Streaming,28.67,65.54,5.0,91.1%,North America
2022-11,Amazon Prime Video,Streaming,28.67,65.54,5.0,0.9109,Europe
2022-11,Amazon Prime Video,Streaming,28.67,65.54,5.0,0.9109,APAC
2022-12,Amazon Prime Video,Streaming,30.44,67.43,5.1,0.9168,North America
2022-12,Amazon Prime Video,Streaming,30.44,67.43,5.1,0.9168,Europe
2022-12,Amazon Prime Video,Streaming,30.44,67.43,5.1,91.7%,APAC
2023-01,Amazon Prime Video,Streaming,30.54,62.65,5.0,0.9086,North America
2023-01,Amazon Prime Video,Streaming,30.54,62.65,5.0,90.9%,Europe
2023-01,Amazon Prime Video,Streaming,30.54,62.65,5.0,0.9086,APAC
2023-02,Amazon Prime Video,Streaming,28.72,68.02,5.3,0.9338,North America
2023-02,Amazon Prime Video,Streaming,28.72,68.02,5.3,0.9338,Europe
2023-02,Amazon Prime Video,Streaming,28.72,68.02,5.3,0.9338,APAC
2023-03,Amazon Prime Video,Streaming,30.3,70.03,4.9,0.9205,North America
2023-03,Amazon Prime Video,Streaming,30.3,70.03,4.9,0.9205,Europe
03/2023,Amazon Prime Video,Streaming,30.3,70.03,4.9,0.9205,APAC
2023-04,Amazon Prime Video,Streaming,29.79,66.67,5.0,0.9156,North America
2023-04,Amazon Prime Video,Streaming,29.79,66.67,5.0,0.9156,Europe
2023-04,Amazon Prime Video,Streaming,29.79,66.67,5.0,0.9156,APAC
2023-05,Amazon Prime Video,Streaming,31.04,67.51,5.3,0.9244,North America
2023-05,Amazon Prime Video,Streaming,31.04,67.51,5.3,0.9244,Europe
05/2023,Amazon Prime Video,Streaming,31.04,67.51,5.3,0.9244,APAC
2023-06,Amazon Prime Video,Streaming,32.31,64.76,5.2,0.895,North America
2023-06,Amazon Prime Video,Streaming,32.31,64.76,5.2,0.895,Europe
06/2023,Amazon Prime Video,Streaming,32.31,64.76,5.2,0.895,APAC
2023-07,Amazon Prime Video,Streaming,28.93,67.5,4.5,0.9093,North America
2023-07,Amazon Prime Video,Streaming,28.93,67.5,4.5,0.9093,Europe
2023-07,Amazon Prime Video,Streaming,28.93,67.5,4.5,90.9%,APAC
2023-08,Amazon Prime Video,Streaming,31.88,69.69,4.4,0.9157,North America
2023-08,Amazon Prime Video,Streaming,31.88,69.69,4.4,0.9157,Europe
2023-08,Amazon Prime Video,Streaming,31.88,69.69,4.4,0.9157,APAC
2023-09,Amazon Prime Video,Streaming,30.33,69.18,5.0,90.7%,North America
2023-09,Amazon Prime Video,Streaming,30.33,69.18,5.0,0.9072,Europe
09/2023,Amazon Prime Video,Streaming,30.33,69.18,5.0,0.9072,APAC
2023-10,Amazon Prime Video,Streaming,31.22,69.78,4.8,0.9237,North America
2023-10,Amazon Prime Video,Streaming,31.22,69.78,4.8,0.9237,Europe
2023-10,Amazon Prime Video,Streaming,31.22,69.78,4.8,0.9237,APAC
2023-11,Amazon Prime Video,Streaming,33.12,68.53,4.8,0.9227,North America
2023-11,Amazon Prime Video,Streaming,33.12,68.53,4.8,0.9227,Europe
2023-11,Amazon Prime Video,Streaming,33.12,68.53,4.8,0.9227,APAC
2023-12,Amazon Prime Video,Streaming,30.75,67.31,5.4,92.2%,North America
2023-12,Amazon Prime Video,Streaming,30.75,67.31,5.4,0.9218,Europe
2023-12,Amazon Prime Video,Streaming,30.75,67.31,5.4,0.9218,APAC
2024-01,Amazon Prime Video,Streaming,29.45,66.07,4.9,0.9387,North America
2024-01,Amazon Prime Video,Streaming,29.45,66.07,4.9,0.9387,Europe
01/2024,Amazon Prime Video,Streaming,29.45,66.07,4.9,0.9387,APAC
2024-02,Amazon Prime Video,Streaming,30.59,71.6,5.5,0.9184,North America
2024-02,Amazon Prime Video,Streaming,30.59,71.6,5.5,91.8%,Europe
2024-02,Amazon Prime Video,Streaming,30.59,71.6,5.5,0.9184,APAC
2024-03,Amazon Prime Video,Streaming,32.7,68.77,4.8,0.9466,North America
2024-03,Amazon Prime Video,Streaming,32.7,68.77,4.8,0.9466,Europe
2024-03,Amazon Prime Video,Streaming,32.7,68.77,4.8,0.9466,APAC
2024-04,Amazon Prime Video,Streaming,32.88,70.57,5.4,0.9385,North America
2024-04,Amazon Prime Video,Streaming,32.88,70.57,5.4,93.9%,Europe
2024-04,Amazon Prime Video,Streaming,32.88,70.57,5.4,93.9%,APAC
2024-05,Amazon Prime Video,Streaming,31.9,68.69,4.8,0.9306,North America
2024-05,Amazon Prime Video,Streaming,31.9,68.69,4.8,0.9306,Europe
2024-05,Amazon Prime Video,Streaming,31.9,68.69,4.8,93.1%,APAC
06/2024,Amazon Prime Video,Streaming,34.96,70.7,5.0,0.9228,North America
2024-06,Amazon Prime Video,Streaming,34.96,70.7,5.0,0.9228,Europe
2024-06,Amazon Prime Video,Streaming,34.96,70.7,5.0,0.9228,APAC
2024-07,Amazon Prime Video,Streaming,30.01,68.71,4.8,0.939,North America
2024-07,Amazon Prime Video,Streaming,30.01,68.71,4.8,93.9%,Europe
2024-07,Amazon Prime Video,Streaming,30.01,68.71,4.8,0.939,APAC
2024-08,Amazon Prime Video,Streaming,30.55,71.95,5.2,0.9394,North America
2024-08,Amazon Prime Video,Streaming,30.55,71.95,5.2,0.9394,Europe
2024-08,Amazon Prime Video,Streaming,30.55,71.95,5.2,93.9%,APAC
2024-09,Amazon Prime Video,Streaming,33.7,69.59,5.4,91.4%,North America
2024-09,Amazon Prime Video,Streaming,33.7,69.59,5.4,0.9138,Europe
2024-09,Amazon Prime Video,Streaming,33.7,69.59,5.4,91.4%,APAC
2024-10,Amazon Prime Video,Streaming,31.81,70.82,5.1,0.9418,North America
2024-10,Amazon Prime Video,Streaming,31.81,70.82,5.1,0.9418,Europe
10/2024,Amazon Prime Video,Streaming,31.81,70.82,5.1,94.2%,APAC
11/2024,Amazon Prime Video,Streaming,33.07,75.88,5.2,92.3%,North America
2024-11,Amazon Prime Video,Streaming,33.07,75.88,5.2,0.9226,Europe
2024-11,Amazon Prime Video,Streaming,33.07,75.88,5.2,0.9226,APAC
2024-12,Amazon Prime Video,Streaming,32.56,72.31,5.1,0.9448,North America
2024-12,Amazon Prime Video,Streaming,32.56,72.31,5.1,0.9448,Europe
2024-12,Amazon Prime Video,Streaming,32.56,72.31,5.1,0.9448,APAC
2019-01,Disney+,Streaming,46.1,138.55,8.6,0.9404,North America
2019-01,Disney+,Streaming,46.1,138.55,8.6,94.0%,Europe
2019-01,Disney+,Streaming,46.1,138.55,8.6,0.9404,APAC
2019-05,Disney+,Streaming,44.34,134.67,8.5,0.9666,North America
2019-05,Disney+,Streaming,44.34,134.67,8.5,0.9666,Europe
05/2019,Disney+,Streaming,44.34,134.67,8.5,0.9666,APAC
06/2019,Disney+,Streaming,45.72,138.6,9.4,0.9496,North America
2019-06,Disney+,Streaming,45.72,138.6,9.4,0.9496,Europe
2019-06,Disney+,Streaming,45.72,138.6,9.4,95.0%,APAC
07/2019,Disney+,Streaming,47.5,138.53,9.1,0.9453,North America
2019-07,Disney+,Streaming,47.5,138.53,9.1,0.9453,Europe
07/2019,Disney+,Streaming,47.5,138.53,9.1,0.9453,APAC
2019-08,Disney+,Streaming,45.99,143.46,9.3,0.9524,North America
2019-08,Disney+,Streaming,45.99,143.46,9.3,0.9524,Europe
2019-08,Disney+,Streaming,45.99,143.46,9.3,0.9524,APAC
09/2019,Disney+,Streaming,47.51,143.15,8.4,95.0%,North America
2019-09,Disney+,Streaming,47.51,143.15,8.4,0.9498,Europe
2019-09,Disney+,Streaming,47.51,143.15,8.4,0.9498,APAC
2019-10,Disney+,Streaming,47.26,140.05,9.3,0.9432,North America
10/2019,Disney+,Streaming,47.26,140.05,9.3,0.9432,Europe
2019-10,Disney+,Streaming,47.26,140.05,9.3,0.9432,APAC
2019-11,Disney+,Streaming,48.67,141.94,9.8,95.2%,North America
2019-11,Disney+,Streaming,48.67,141.94,9.8,0.9521,Europe
2019-11,Disney+,Streaming,48.67,141.94,9.8,0.9521,APAC
2019-12,Disney+,Streaming,47.33,147.65,8.2,0.9552,North America
2019-12,Disney+,Streaming,47.33,147.65,8.2,95.5%,Europe
2019-12,Disney+,Streaming,47.33,147.65,8.2,0.9552,APAC
2020-01,Disney+,Streaming,48.25,143.76,9.3,0.9629,North America
2020-01,Disney+,Streaming,48.25,143.76,9.3,0.9629,Europe
2020-01,Disney+,Streaming,48.25,143.76,9.3,0.9629,APAC
02/2020,Disney+,Streaming,47.06,141.1,8.6,0.9484,North America
2020-02,Disney+,Streaming,47.06,141.1,8.6,0.9484,Europe
02/2020,Disney+,Streaming,47.06,141.1,8.6,94.8%,APAC
2020-03,Disney+,Streaming,46.55,145.28,9.2,0.9677,North America
2020-03,Disney+,Streaming,46.55,145.28,9.2,0.9677,Europe
03/2020,Disney+,Streaming,46.55,145.28,9.2,96.8%,APAC
2020-04,Disney+,Streaming,45.78,145.54,8.7,0.9635,North America
2020-04,Disney+,Streaming,45.78,145.54,8.7,96.3%,Europe
2020-04,Disney+,Streaming,45.78,145.54,8.7,0.9635,APAC
2020-05,Disney+,Streaming,47.53,145.23,9.3,0.9442,North America
05/2020,Disney+,Streaming,47.53,145.23,9.3,0.9442,Europe
05/2020,Disney+,Streaming,47.53,145.23,9.3,0.9442,APAC
2020-06,Disney+,Streaming,47.7,146.59,8.8,0.9436,North America
2020-06,Disney+,Streaming,47.7,146.59,8.8,0.9436,Europe
06/2020,Disney+,Streaming,47.7,146.59,8.8,0.9436,APAC
2020-07,Disney+,Streaming,49.12,145.55,8.8,0.9703,North America
2020-07,Disney+,Streaming,49.12,145.55,8.8,97.0%,Europe
2020-07,Disney+,Streaming,49.12,145.55,8.8,97.0%,APAC
2020-08,Disney+,Streaming,48.52,148.72,8.2,0.9393,North America
08/2020,Disney+,Streaming,48.52,148.72,8.2,0.9393,Europe
2020-08,Disney+,Streaming,48.52,148.72,8.2,0.9393,APAC
09/2020,Disney+,Streaming,46.05,149.93,10.2,0.9485,North America
2020-09,Disney+,Streaming,46.05,149.93,10.2,0.9485,Europe
2020-09,Disney+,Streaming,46.05,149.93,10.2,94.8%,APAC
10/2020,Disney+,Streaming,47.64,148.32,9.9,0.9699,North America
2020-10,Disney+,Streaming,47.64,148.32,9.9,0.9699,Europe
2020-10,Disney+,Streaming,47.64,148.32,9.9,0.9699,APAC
2020-11,Disney+,Streaming,51.73,150.92,9.3,0.9652,North America
2020-11,Disney+,Streaming,51.73,150.92,9.3,0.9652,Europe
2020-11,Disney+,Streaming,51.73,150.92,9.3,96.5%,APAC
2020-12,Disney+,Streaming,49.96,147.95,9.0,0.9473,North America
2020-12,Disney+,Streaming,49.96,147.95,9.0,0.9473,Europe
2020-12,Disney+,Streaming,49.96,147.95,9.0,0.9473,APAC
2021-01,Disney+,Streaming,48.69,148.69,9.4,0.963,North America
2021-01,Disney+,Streaming,48.69,148.69,9.4,0.963,Europe
2021-01,Disney+,Streaming,48.69,148.69,9.4,0.963,APAC
2021-02,Disney+,Streaming,49.23,153.11,8.9,0.9451,North America
02/2021,Disney+,Streaming,49.23,153.11,8.9,0.9451,Europe
2021-02,Disney+,Streaming,49.23,153.11,8.9,0.9451,APAC
2021-03,Disney+,Streaming,48.17,146.97,8.9,0.9562,North America
2021-03,Disney+,Streaming,48.17,146.97,8.9,0.9562,Europe
2021-03,Disney+,Streaming,48.17,146.97,8.9,0.9562,APAC
2021-04,Disney+,Streaming,51.67,152.51,9.8,0.9473,North America
2021-04,Disney+,Streaming,51.67,152.51,9.8,0.9473,Europe
2021-04,Disney+,Streaming,51.67,152.51,9.8,0.9473,APAC
2021-05,Disney+,Streaming,51.38,152.96,8.6,0.9557,North America
2021-05,Disney+,Streaming,51.38,152.96,8.6,0.9557,Europe
2021-05,Disney+,Streaming,51.38,152.96,8.6,95.6%,APAC
2021-06,Disney+,Streaming,49.15,154.53,9.7,0.9773,North America
2021-06,Disney+,Streaming,49.15,154.53,9.7,0.9773,Europe
2021-06,Disney+,Streaming,49.15,154.53,9.7,0.9773,APAC
2021-07,Disney+,Streaming,49.12,150.66,8.2,0.9604,North America
2021-07,Disney+,Streaming,49.12,150.66,8.2,0.9604,Europe
2021-07,Disney+,Streaming,49.12,150.66,8.2,0.9604,APAC
08/2021,Disney+,Streaming,50.49,153.15,8.3,0.9548,North America
2021-08,Disney+,Streaming,50.49,153.15,8.3,0.9548,Europe
2021-08,Disney+,Streaming,50.49,153.15,8.3,95.5%,APAC
2021-09,Disney+,Streaming,50.93,152.93,7.7,0.9483,North America
2021-09,Disney+,Streaming,50.93,152.93,7.7,0.9483,Europe
2021-09,Disney+,Streaming,50.93,152.93,7.7,0.9483,APAC
10/2021,Disney+,Streaming,50.27,158.09,8.8,0.9771,North America
2021-10,Disney+,Streaming,50.27,158.09,8.8,0.9771,Europe
2021-10,Disney+,Streaming,50.27,158.09,8.8,0.9771,APAC
2021-11,Disney+,Streaming,49.56,156.04,9.1,0.951,North America
2021-11,Disney+,Streaming,49.56,156.04,9.1,0.951,Europe
2021-11,Disney+,Streaming,49.56,156.04,9.1,0.951,APAC
12/2021,Disney+,Streaming,51.77,158.1,8.9,96.0%,North America
2021-12,Disney+,Streaming,51.77,158.1,8.9,0.9605,Europe
12/2021,Disney+,Streaming,51.77,158.1,8.9,0.9605,APAC
01/2022,Disney+,Streaming,49.45,154.55,9.2,0.9597,North America
2022-01,Disney+,Streaming,49.45,154.55,9.2,0.9597,Europe
2022-01,Disney+,Streaming,49.45,154.55,9.2,0.9597,APAC
2022-02,Disney+,Streaming,52.29,155.14,8.9,0.9774,North America
2022-02,Disney+,Streaming,52.29,155.14,8.9,0.9774,Europe
2022-02,Disney+,Streaming,52.29,155.14,8.9,97.7%,APAC
2022-03,Disney+,Streaming,51.04,155.81,9.4,0.9388,North America
2022-03,Disney+,Streaming,51.04,155.81,9.4,93.9%,Europe
2022-03,Disney+,Streaming,51.04,155.81,9.4,0.9388,APAC
2022-04,Disney+,Streaming,52.33,157.29,9.2,96.4%,North America
2022-04,Disney+,Streaming,52.33,157.29,9.2,0.9642,Europe
2022-04,Disney+,Streaming,52.33,157.29,9.2,0.9642,APAC
2022-05,Disney+,Streaming,49.03,157.34,8.4,0.9719,North America
2022-05,Disney+,Streaming,49.03,157.34,8.4,97.2%,Europe
2022-05,Disney+,Streaming,49.03,157.34,8.4,97.2%,APAC
2022-06,Disney+,Streaming,51.97,156.24,9.0,0.9692,North America
2022-06,Disney+,Streaming,51.97,156.24,9.0,0.9692,Europe
2022-06,Disney+,Streaming,51.97,156.24,9.0,0.9692,APAC
07/2022,Disney+,Streaming,49.26,161.83,8.6,95.8%,North America
2022-07,Disney+,Streaming,49.26,161.83,8.6,95.8%,Europe
2022-07,Disney+,Streaming,49.26,161.83,8.6,0.9577,APAC
2022-08,Disney+,Streaming,52.13,162.35,9.0,0.9553,North America
2022-08,Disney+,Streaming,52.13,162.35,9.0,0.9553,Europe
2022-08,Disney+,Streaming,52.13,162.35,9.0,0.9553,APAC
2022-09,Disney+,Streaming,52.63,161.99,8.8,0.9678,North America
2022-09,Disney+,Streaming,52.63,161.99,8.8,0.9678,Europe
2022-09,Disney+,Streaming,52.63,161.99,8.8,0.9678,APAC
2022-10,Disney+,Streaming,50.89,161.32,7.7,0.9558,North America
10/2022,Disney+,Streaming,50.89,161.32,7.7,95.6%,Europe
10/2022,Disney+,Streaming,50.89,161.32,7.7,0.9558,APAC
2022-11,Disney+,Streaming,52.94,163.51,8.5,0.9434,North America
2022-11,Disney+,Streaming,52.94,163.51,8.5,0.9434,Europe
11/2022,Disney+,Streaming,52.94,163.51,8.5,0.9434,APAC
2022-12,Disney+,Streaming,53.37,166.36,8.7,0.9677,North America
2022-12,Disney+,Streaming,53.37,166.36,8.7,0.9677,Europe
2022-12,Disney+,Streaming,53.37,166.36,8.7,0.9677,APAC
2023-01,Disney+,Streaming,52.32,165.55,8.6,96.2%,North America
2023-01,Disney+,Streaming,52.32,165.55,8.6,0.9615,Europe
01/2023,Disney+,Streaming,52.32,165.55,8.6,0.9615,APAC
02/2023,Disney+,Streaming,52.02,161.44,9.7,97.0%,North America
2023-02,Disney+,Streaming,52.02,161.44,9.7,0.9697,Europe
2023-02,Disney+,Streaming,52.02,161.44,9.7,0.9697,APAC
2023-03,Disney+,Streaming,53.38,163.4,8.3,0.9661,North America
2023-03,Disney+,Streaming,53.38,163.4,8.3,0.9661,Europe
03/2023,Disney+,Streaming,53.38,163.4,8.3,96.6%,APAC
2023-04,Disney+,Streaming,54.37,164.29,10.4,0.9677,North America
2023-04,Disney+,Streaming,54.37,164.29,10.4,0.9677,Europe
2023-04,Disney+,Streaming,54.37,164.29,10.4,0.9677,APAC
2023-05,Disney+,Streaming,53.65,163.5,9.5,0.9657,North America
2023-05,Disney+,Streaming,53.65,163.5,9.5,96.6%,Europe
05/2023,Disney+,Streaming,53.65,163.5,9.5,0.9657,APAC
2023-06,Disney+,Streaming,53.52,162.67,8.7,0.9797,North America
2023-06,Disney+,Streaming,53.52,162.67,8.7,98.0%,Europe
2023-06,Disney+,Streaming,53.52,162.67,8.7,0.9797,APAC
2023-07,Disney+,Streaming,56.31,168.26,9.6,96.7%,North America
2023-07,Disney+,Streaming,56.31,168.26,9.6,0.9665,Europe
2023-07,Disney+,Streaming,56.31,168.26,9.6,0.9665,APAC
2023-08,Disney+,Streaming,53.76,168.36,8.6,0.9763,North America
2023-08,Disney+,Streaming,53.76,168.36,8.6,0.9763,Europe
2023-08,Disney+,Streaming,53.76,168.36,8.6,0.9763,APAC
2023-09,Disney+,Streaming,52.84,169.26,8.8,0.9687,North America
2023-09,Disney+,Streaming,52.84,169.26,8.8,0.9687,Europe
2023-09,Disney+,Streaming,52.84,169.26,8.8,0.9687,APAC
2023-10,Disney+,Streaming,52.53,168.6,8.5,99.0%,North America
2023-10,Disney+,Streaming,52.53,168.6,8.5,0.99,Europe
10/2023,Disney+,Streaming,52.53,168.6,8.5,0.99,APAC
2023-11,Disney+,Streaming,54.15,171.12,9.2,0.9722,North America
2023-11,Disney+,Streaming,54.15,171.12,9.2,0.9722,Europe
2023-11,Disney+,Streaming,54.15,171.12,9.2,0.9722,APAC
2023-12,Disney+,Streaming,52.67,169.71,9.4,0.9716,North America
2023-12,Disney+,Streaming,52.67,169.71,9.4,97.2%,Europe
2023-12,Disney+,Streaming,52.67,169.71,9.4,0.9716,APAC
2024-01,Disney+,Streaming,56.2,174.58,9.1,0.9798,North America
2024-01,Disney+,Streaming,56.2,174.58,9.1,98.0%,Europe
2024-01,Disney+,Streaming,56.2,174.58,9.1,0.9798,APAC
2024-02,Disney+,Streaming,54.86,169.24,8.9,0.9779,North America
2024-02,Disney+,Streaming,54.86,169.24,8.9,0.9779,Europe
2024-02,Disney+,Streaming,54.86,169.24,8.9,0.9779,APAC
2024-03,Disney+,Streaming,54.97,173.14,9.5,0.9649,North America
2024-03,Disney+,Streaming,54.97,173.14,9.5,0.9649,Europe
2024-03,Disney+,Streaming,54.97,173.14,9.5,96.5%,APAC
2024-04,Disney+,Streaming,56.85,170.81,8.7,0.9543,North America
2024-04,Disney+,Streaming,56.85,170.81,8.7,0.9543,Europe
2024-04,Disney+,Streaming,56.85,170.81,8.7,0.9543,APAC
05/2024,Disney+,Streaming,56.97,171.55,8.8,0.966,North America
2024-05,Disney+,Streaming,56.97,171.55,8.8,0.966,Europe
2024-05,Disney+,Streaming,56.97,171.55,8.8,0.966,APAC
2024-06,Disney+,Streaming,56.44,173.24,8.8,97.4%,North America
2024-06,Disney+,Streaming,56.44,173.24,8.8,0.9741,Europe
2024-06,Disney+,Streaming,56.44,173.24,8.8,0.9741,APAC
2024-07,Disney+,Streaming,54.74,170.86,8.9,0.99,North America
2024-07,Disney+,Streaming,54.74,170.86,8.9,0.99,Europe
2024-07,Disney+,Streaming,54.74,170.86,8.9,0.99,APAC
2024-08,Disney+,Streaming,57.31,176.29,8.8,0.9875,North America
08/2024,Disney+,Streaming,57.31,176.29,8.8,98.7%,Europe
2024-08,Disney+,Streaming,57.31,176.29,8.8,0.9875,APAC
09/2024,Disney+,Streaming,56.24,173.75,9.1,0.969,North America
2024-09,Disney+,Streaming,56.24,173.75,9.1,96.9%,Europe
2024-09,Disney+,Streaming,56.24,173.75,9.1,0.969,APAC
2024-10,Disney+,Streaming,54.02,176.73,9.1,97.4%,North America
2024-10,Disney+,Streaming,54.02,176.73,9.1,97.4%,Europe
2024-10,Disney+,Streaming,54.02,176.73,9.1,0.9739,APAC
2024-11,Disney+,Streaming,56.36,174.38,8.8,0.9849,North America
2024-11,Disney+,Streaming,56.36,174.38,8.8,0.9849,Europe
2024-11,Disney+,Streaming,56.36,174.38,8.8,0.9849,APAC
2024-12,Disney+,Streaming,57.39,172.76,9.9,0.9808,North America
2024-12,Disney+,Streaming,57.39,172.76,9.9,0.9808,Europe
2024-12,Disney+,Streaming,57.39,172.76,9.9,98.1%,APAC
01/2020,Max,Streaming,33.22,50.64,7.6,0.9151,North America
2020-01,Max,Streaming,33.22,50.64,7.6,91.5%,Europe
2020-01,Max,Streaming,33.22,50.64,7.6,0.9151,APAC
2020-02,Max,Streaming,35.36,53.18,7.9,91.7%,North America
02/2020,Max,Streaming,35.36,53.18,7.9,0.9168,Europe
2020-02,Max,Streaming,35.36,53.18,7.9,91.7%,APAC
04/2020,Max,Streaming,35.67,52.12,8.2,0.9182,North America
2020-04,Max,Streaming,35.67,52.12,8.2,91.8%,Europe
2020-04,Max,Streaming,35.67,52.12,8.2,91.8%,APAC
05/2020,Max,Streaming,34.97,50.85,7.5,0.9231,North America
2020-05,Max,Streaming,34.97,50.85,7.5,0.9231,Europe
2020-05,Max,Streaming,34.97,50.85,7.5,92.3%,APAC
2020-06,Max,Streaming,32.02,54.69,7.5,0.9071,North America
2020-06,Max,Streaming,32.02,54.69,7.5,90.7%,Europe
06/2020,Max,Streaming,32.02,54.69,7.5,0.9071,APAC
