survey_year,respondent_id,switched_from,switched_to,primary_switch_reason,secondary_switch_reason,age_group,region,household_income_bracket,satisfaction_score
2016,11666,Network TV,Spotify,Convenience,,45-54,Northeast,<$35K,7.8
2016,11649,Satellite radio,Max,Device Availability,Price,35-44,South,<$35K,7.0
2016,10121,Broadcast,Spotify,Recommendation,Device Availability,35-44,Northeast,>$150K,3.0
2016,11167,Broadcast TV,Max,Content Selection,,45-54,South,$75K-$150K,10.0
2016,11090,Broadcast,Max,Recommendation,Device Availability,18-24,South,$35K-$75K,
2016,10575,cable tv,Disney+,Content Selection,,35-44,Northeast,$75K-$150K,6.0
2016,11222,cable tv,YouTube,Price,,55+,Midwest,>$150K,
2016,11103,Broadcast,Disney+,Bundling,Bundling,25-34,West,>$150K,4.6
2016,10662,cable tv,Apple TV+,Convenience,Bundling,55+,West,<$35K,8.0
2016,11441,print media,Netflix,Device Availability,,45-54,Northeast,>$150K,8.0
2016,10599,CABLE TV,Apple TV+,Bundling,,45-54,West,<$35K,6.05
2016,10592,CABLE TV,Spotify,Price,,25-34,South,>$150K,9.3
2016,10547,SiriusXM,Hulu,Device Availability,,18-24,West,$75K-$150K,7.48
2016,11950,Cable,Max,Recommendation,Device Availability,45-54,West,$75K-$150K,
2016,11757,Broadcast TV,YouTube,Price,,55+,Northeast,<$35K,5.0
2016,11053,broadcast tv,Paramount+,Recommendation,Device Availability,18-24,West,$35K-$75K,8.46
2016,11843,CABLE TV,Max,Device Availability,Device Availability,35-44,Northeast,$35K-$75K,7.0
2016,11391,Print Media,Amazon Prime Video,Device Availability,,35-44,South,>$150K,7.0
2016,10195,Cable,Amazon Prime Video,Bundling,,25-34,Northeast,$35K-$75K,
2016,10277,SiriusXM,Spotify,Price,Price,35-44,Northeast,$35K-$75K,5.0
2016,11971,Cable,Amazon Prime Video,Price,Price,25-34,Midwest,>$150K,4.0
2016,11536,broadcast tv,Apple TV+,Recommendation,Convenience,25-34,South,>$150K,8.0
2016,11609,broadcast tv,Paramount+,Recommendation,Convenience,45-54,Northeast,$35K-$75K,6.0
2016,10842,Satellite radio,Max,Device Availability,,18-24,Northeast,<$35K,6.0
2016,11881,SiriusXM,YouTube,Content Selection,,55+,Midwest,>$150K,6.0
2016,10567,broadcast tv,Disney+,Recommendation,,18-24,West,$75K-$150K,6.0
2016,11775,Satellite radio,Spotify,Content Selection,Content Selection,55+,South,>$150K,7.28
2016,11343,Cable,Netflix,Device Availability,Convenience,45-54,West,>$150K,6.61
2016,10259,Broadcast TV,Spotify,Device Availability,,35-44,South,>$150K,6.0
2016,11436,Network TV,Amazon Prime Video,Bundling,Convenience,45-54,West,<$35K,5.39
2016,11773,Cable TV,Spotify,Device Availability,Content Selection,25-34,South,$75K-$150K,4.0
2016,10271,Cable TV,Paramount+,Device Availability,,25-34,South,>$150K,
2016,10511,CABLE TV,YouTube,Content Selection,Bundling,18-24,South,<$35K,9.0
2016,10299,Print,Max,Price,Bundling,45-54,West,$35K-$75K,10.0
2016,11456,CABLE TV,Disney+,Bundling,,35-44,South,$75K-$150K,
2016,10659,Cable,Hulu,Price,Bundling,45-54,South,<$35K,6.0
2016,11696,Broadcast TV,Hulu,Recommendation,,55+,Northeast,>$150K,
2016,11559,Broadcast,Paramount+,Recommendation,Device Availability,55+,Northeast,>$150K,7.0
2016,11727,Cable TV,Max,Bundling,,45-54,Midwest,$35K-$75K,
2016,11384,Broadcast TV,Peacock,Device Availability,Convenience,45-54,Midwest,<$35K,7.0
2016,10804,CABLE TV,Peacock,Bundling,Convenience,45-54,South,>$150K,5.0
2016,11002,broadcast tv,YouTube,Convenience,,45-54,South,<$35K,6.0
2016,10291,Broadcast,Hulu,Content Selection,,35-44,Northeast,$35K-$75K,5.0
2016,11182,Network TV,Hulu,Price,Convenience,18-24,Northeast,>$150K,8.0
2016,10550,broadcast tv,YouTube,Price,,25-34,West,>$150K,10.0
2016,11285,CABLE TV,Spotify,Bundling,,55+,South,<$35K,7.0
2016,10848,Print,Max,Recommendation,Recommendation,45-54,South,<$35K,6.74
2016,10768,satellite radio,Apple TV+,Convenience,Content Selection,45-54,West,<$35K,6.0
2016,10925,Cable TV,Spotify,Convenience,Price,55+,Midwest,$75K-$150K,5.0
2016,10154,SiriusXM,Paramount+,Bundling,,45-54,Northeast,$75K-$150K,
2016,11297,Broadcast,Amazon Prime Video,Convenience,Convenience,55+,Northeast,$75K-$150K,7.0
2016,11627,Cable,Paramount+,Convenience,Bundling,35-44,South,$35K-$75K,7.6
2016,11802,broadcast tv,Amazon Prime Video,Content Selection,Content Selection,55+,Midwest,$35K-$75K,
2016,11574,Newspaper,YouTube,Price,,55+,Northeast,>$150K,6.0
2016,10190,satellite radio,Paramount+,Content Selection,,55+,Midwest,>$150K,
2016,10825,SiriusXM,Spotify,Price,,45-54,South,>$150K,9.0
2016,11055,Broadcast TV,Netflix,Device Availability,Bundling,18-24,Midwest,$75K-$150K,5.74
2016,11535,broadcast tv,Apple TV+,Content Selection,,25-34,West,$75K-$150K,6.0
2016,10569,Broadcast,YouTube,Device Availability,Price,35-44,South,>$150K,8.0
2016,11422,Broadcast TV,Disney+,Recommendation,,55+,Midwest,>$150K,6.0
2016,11917,Network TV,Hulu,Device Availability,Content Selection,35-44,West,<$35K,5.0
2016,11796,Print Media,Apple TV+,Price,Convenience,55+,South,$35K-$75K,7.3
2016,10755,CABLE TV,Paramount+,Device Availability,Price,45-54,Midwest,>$150K,6.0
2016,10931,CABLE TV,YouTube,Recommendation,,18-24,Northeast,$35K-$75K,6.0
2016,11946,broadcast tv,YouTube,Device Availability,Recommendation,35-44,West,>$150K,8.55
2016,10999,Cable TV,Amazon Prime Video,Content Selection,Price,18-24,West,<$35K,
2016,10670,Cable TV,Hulu,Convenience,,18-24,West,$75K-$150K,7.18
2016,11191,Broadcast,Netflix,Price,,35-44,West,>$150K,10.0
2016,10005,Cable television,Disney+,Device Availability,,55+,West,>$150K,4.0
2016,11779,Broadcast TV,Paramount+,Convenience,Convenience,25-34,Midwest,<$35K,
2016,11585,Satellite radio,Apple TV+,Convenience,,18-24,West,>$150K,6.0
2016,11734,satellite radio,Amazon Prime Video,Recommendation,,45-54,West,$35K-$75K,10.0
2016,11500,Cable television,Amazon Prime Video,Convenience,Device Availability,25-34,Midwest,$75K-$150K,5.48
2016,11496,Cable,Max,Price,,55+,West,$75K-$150K,5.0
2016,11990,Cable,Netflix,Bundling,Price,35-44,Midwest,$35K-$75K,6.17
2016,10938,broadcast tv,Peacock,Convenience,,45-54,Midwest,>$150K,3.97
2016,11300,Cable,Netflix,Convenience,,18-24,West,$35K-$75K,8.0
2016,11360,Cable,Peacock,Recommendation,Price,25-34,West,<$35K,10.0
2016,11428,broadcast tv,Apple TV+,Content Selection,,18-24,Northeast,$75K-$150K,5.29
2016,10733,Broadcast TV,Amazon Prime Video,Device Availability,Price,25-34,Midwest,<$35K,6.98
2016,11741,newspaper,Paramount+,Device Availability,,35-44,Northeast,$35K-$75K,7.0
2016,10129,Print,Netflix,Convenience,,55+,Northeast,$35K-$75K,7.0
2016,11094,broadcast tv,Paramount+,Device Availability,Device Availability,45-54,Midwest,$35K-$75K,7.0
2016,10814,Network TV,Amazon Prime Video,Bundling,Convenience,35-44,West,$75K-$150K,7.0
2016,10446,Satellite radio,Hulu,Bundling,Convenience,35-44,Midwest,>$150K,9.37
2016,11982,cable tv,YouTube,Content Selection,Price,55+,West,$35K-$75K,7.0
2016,10879,broadcast tv,Apple TV+,Recommendation,,18-24,Northeast,<$35K,10.88
2016,11689,Cable,Hulu,Price,,45-54,West,$75K-$150K,
2016,10433,Cable TV,Netflix,Content Selection,,18-24,West,<$35K,5.0
2016,10549,Satellite Radio,YouTube,Convenience,,18-24,Midwest,<$35K,9.0
2016,10661,Cable,Spotify,Recommendation,Bundling,25-34,South,>$150K,7.0
2016,10580,Network TV,Hulu,Content Selection,,55+,West,$75K-$150K,4.0
2016,10691,broadcast tv,Apple TV+,Bundling,,35-44,Midwest,>$150K,7.0
2016,11120,Broadcast,Peacock,Bundling,,35-44,Midwest,>$150K,5.0
2016,11183,broadcast tv,YouTube,Price,,35-44,Northeast,$75K-$150K,8.0
2016,10267,Print Media,Spotify,Bundling,,55+,South,<$35K,
2016,11159,Cable,Max,Convenience,,25-34,South,$75K-$150K,7.0
2016,11745,broadcast tv,Paramount+,Content Selection,,55+,Northeast,$75K-$150K,
2017,10146,broadcast tv,Max,Content Selection,,55+,Midwest,<$35K,4.0
2017,10460,CABLE TV,Max,Content Selection,Recommendation,25-34,Northeast,>$150K,4.0
2017,11889,Satellite radio,Peacock,Content Selection,,45-54,Midwest,$75K-$150K,6.0
2017,10209,Broadcast,Disney+,Convenience,,55+,South,>$150K,7.0
2017,10291,CABLE TV,Disney+,Convenience,Bundling,18-24,South,$75K-$150K,
2017,11827,Cable television,Peacock,Convenience,Device Availability,35-44,South,$35K-$75K,5.95
2017,10476,satellite radio,YouTube,Bundling,,55+,South,$35K-$75K,6.0
2017,10821,Network TV,Apple TV+,Content Selection,,45-54,West,$35K-$75K,5.23
2017,10233,Broadcast TV,Max,Recommendation,Device Availability,25-34,South,<$35K,9.0
2017,10741,Network TV,Amazon Prime Video,Recommendation,Price,55+,West,$75K-$150K,10.0
2017,11221,Broadcast TV,Spotify,Price,,18-24,South,>$150K,7.0
2017,11629,print media,Max,Recommendation,Convenience,35-44,West,$35K-$75K,7.0
2017,11990,CABLE TV,Disney+,Recommendation,,45-54,Northeast,<$35K,8.0
2017,11422,cable tv,Paramount+,Price,Bundling,25-34,West,<$35K,9.0
2017,10466,print media,Hulu,Price,Recommendation,35-44,Northeast,>$150K,6.09
2017,11385,Broadcast TV,Disney+,Convenience,,25-34,South,$35K-$75K,2.0
2017,10514,broadcast tv,Paramount+,Convenience,,18-24,South,$35K-$75K,
2017,10464,Network TV,Spotify,Price,,45-54,South,$35K-$75K,7.0
2017,11531,Broadcast TV,YouTube,Bundling,Bundling,35-44,South,<$35K,7.04
2017,11336,CABLE TV,YouTube,Convenience,Price,18-24,Northeast,>$150K,7.36
2017,11739,CABLE TV,YouTube,Bundling,Recommendation,55+,Midwest,<$35K,8.0
2017,11233,Cable television,Spotify,Price,Content Selection,18-24,Midwest,$75K-$150K,8.0
2017,11901,Broadcast TV,Hulu,Bundling,,55+,Northeast,>$150K,6.0
2017,10023,broadcast tv,Max,Bundling,,55+,Midwest,$35K-$75K,4.0
2017,11298,Network TV,Paramount+,Content Selection,,25-34,Midwest,$35K-$75K,7.2
2017,11592,SiriusXM,Peacock,Price,Bundling,25-34,Northeast,$35K-$75K,6.8
2017,11294,cable tv,Spotify,Bundling,Price,18-24,Midwest,$75K-$150K,5.0
2017,10783,cable tv,Paramount+,Recommendation,,25-34,West,$35K-$75K,8.0
2017,10110,broadcast tv,Paramount+,Recommendation,,18-24,Midwest,$75K-$150K,6.0
2017,10624,Print Media,Hulu,Content Selection,Price,35-44,West,$35K-$75K,7.0
2017,11073,broadcast tv,Apple TV+,Device Availability,Recommendation,18-24,West,$35K-$75K,4.0
2017,10084,cable tv,Netflix,Content Selection,,45-54,Northeast,>$150K,9.24
2017,10653,Cable television,Spotify,Convenience,,25-34,Northeast,$35K-$75K,7.0
2017,11105,cable tv,Netflix,Device Availability,,18-24,Midwest,>$150K,7.27
2017,11156,satellite radio,Netflix,Bundling,,25-34,Midwest,$35K-$75K,7.0
2017,10306,Cable,Disney+,Convenience,Bundling,55+,Northeast,$35K-$75K,8.0
2017,10669,cable tv,YouTube,Content Selection,Convenience,55+,Midwest,>$150K,7.21
2017,11028,Cable TV,Peacock,Recommendation,Bundling,55+,West,$75K-$150K,7.0
2017,11429,Broadcast TV,Paramount+,Bundling,Device Availability,45-54,Northeast,>$150K,6.0
2017,10452,print media,YouTube,Convenience,,45-54,South,$75K-$150K,9.0
2017,10313,Broadcast TV,Hulu,Recommendation,Recommendation,45-54,South,$75K-$150K,7.08
2017,10103,Satellite Radio,Apple TV+,Bundling,,35-44,West,>$150K,4.36
2017,11379,Cable,Paramount+,Recommendation,Content Selection,55+,West,>$150K,5.3
2017,11498,Network TV,Hulu,Bundling,,35-44,Northeast,>$150K,6.0
2017,10804,Cable TV,YouTube,Recommendation,Device Availability,18-24,Northeast,$35K-$75K,8.0
2017,11988,Cable,Disney+,Recommendation,,45-54,West,$35K-$75K,3.0
2017,10912,cable tv,Peacock,Device Availability,,35-44,Northeast,<$35K,5.0
2017,11541,CABLE TV,Netflix,Price,,35-44,Northeast,$75K-$150K,5.41
2017,11218,Network TV,Apple TV+,Device Availability,Recommendation,45-54,South,$35K-$75K,6.0
2017,11178,Satellite radio,Max,Device Availability,Price,18-24,Northeast,$35K-$75K,7.0
2017,11033,Broadcast,Hulu,Content Selection,,45-54,West,>$150K,5.0
2017,10184,Cable,Disney+,Recommendation,,55+,West,$35K-$75K,5.41
2017,10454,newspaper,Apple TV+,Price,,55+,West,$75K-$150K,8.36
2017,10884,broadcast tv,Paramount+,Bundling,Bundling,18-24,South,>$150K,8.0
2017,10593,broadcast tv,YouTube,Price,,55+,Northeast,>$150K,3.0
2017,11610,cable tv,Max,Content Selection,Bundling,35-44,Midwest,<$35K,8.0
2017,10807,broadcast tv,YouTube,Price,Price,25-34,Northeast,$75K-$150K,6.77
2017,10303,Broadcast,YouTube,Device Availability,Recommendation,35-44,South,$75K-$150K,9.29
2017,10270,CABLE TV,Netflix,Convenience,,25-34,South,>$150K,7.0
2017,10688,Broadcast,Amazon Prime Video,Bundling,,35-44,Northeast,$75K-$150K,4.94
2017,10169,Cable television,Paramount+,Convenience,,55+,South,>$150K,6.0
2017,10974,broadcast tv,Paramount+,Recommendation,,55+,Northeast,<$35K,5.0
2017,11170,Newspaper,YouTube,Device Availability,,35-44,Midwest,$75K-$150K,7.0
2017,11526,Broadcast,YouTube,Content Selection,,25-34,Midwest,<$35K,5.0
2017,10100,Cable TV,Spotify,Price,,35-44,South,$75K-$150K,6.79
2017,11122,Broadcast,YouTube,Device Availability,Price,18-24,South,>$150K,7.0
2017,10817,Broadcast,Hulu,Device Availability,Convenience,45-54,Northeast,>$150K,8.0
2017,10537,satellite radio,Max,Content Selection,,35-44,Northeast,>$150K,6.0
2017,10174,cable tv,Disney+,Recommendation,Content Selection,55+,West,$35K-$75K,6.0
2017,10816,Broadcast TV,Paramount+,Device Availability,Price,18-24,Northeast,$75K-$150K,6.12
2017,11027,Broadcast TV,Netflix,Device Availability,Content Selection,35-44,West,<$35K,3.0
2017,11584,Satellite Radio,Spotify,Content Selection,Device Availability,45-54,Northeast,$75K-$150K,6.0
2017,10267,Cable TV,Apple TV+,Bundling,,35-44,Northeast,>$150K,7.0
2017,11560,print media,Max,Device Availability,Price,35-44,West,<$35K,5.0
2017,10276,Cable TV,Amazon Prime Video,Price,,55+,South,>$150K,4.0
2017,10984,Newspaper,Netflix,Price,Convenience,18-24,West,<$35K,9.0
2017,11145,Broadcast,YouTube,Content Selection,,18-24,South,>$150K,5.65
2017,10405,Broadcast,Netflix,Content Selection,,35-44,Northeast,>$150K,5.0
2017,10999,Cable TV,Hulu,Recommendation,,55+,South,<$35K,7.0
2017,10809,broadcast tv,Hulu,Device Availability,,25-34,Midwest,$35K-$75K,5.0
2017,11335,Cable TV,Max,Content Selection,,25-34,Midwest,$35K-$75K,
2017,10401,CABLE TV,Peacock,Content Selection,Recommendation,18-24,Northeast,<$35K,8.34
2017,11149,broadcast tv,Peacock,Device Availability,,45-54,South,$35K-$75K,7.69
2017,11261,Cable TV,YouTube,Content Selection,,55+,Northeast,$75K-$150K,7.92
2017,11506,Cable TV,Spotify,Price,,55+,South,>$150K,7.14
2017,10504,SiriusXM,Paramount+,Content Selection,Price,18-24,Midwest,$75K-$150K,4.18
2017,10496,Network TV,Netflix,Price,,55+,South,$35K-$75K,7.0
2017,10146,broadcast tv,Peacock,Content Selection,,35-44,South,<$35K,4.78
2017,10545,Broadcast,Peacock,Content Selection,Bundling,45-54,Northeast,>$150K,9.0
2017,11590,Cable,Apple TV+,Convenience,Content Selection,18-24,Northeast,$75K-$150K,10.0
2017,10880,Broadcast,Apple TV+,Content Selection,,55+,South,$35K-$75K,5.0
2017,10662,Broadcast,YouTube,Recommendation,,35-44,Northeast,>$150K,5.72
2017,11402,CABLE TV,Amazon Prime Video,Bundling,,55+,Northeast,>$150K,7.0
2017,11892,CABLE TV,Peacock,Recommendation,,18-24,West,>$150K,7.0
2017,11179,Cable television,Amazon Prime Video,Content Selection,Content Selection,18-24,Northeast,>$150K,6.0
2017,10183,Network TV,Paramount+,Content Selection,,45-54,South,$75K-$150K,6.0
2017,10230,Cable TV,Peacock,Device Availability,Price,35-44,West,$75K-$150K,6.01
2017,11375,broadcast tv,Netflix,Bundling,,35-44,Northeast,<$35K,4.0
2017,10847,cable tv,Disney+,Device Availability,,18-24,South,$35K-$75K,8.0
2017,10867,newspaper,Amazon Prime Video,Device Availability,,35-44,Midwest,$75K-$150K,7.0
2017,10748,cable tv,Apple TV+,Recommendation,,55+,Northeast,>$150K,6.12
2017,10713,Broadcast TV,Amazon Prime Video,Recommendation,Recommendation,25-34,Midwest,<$35K,4.17
2017,10390,Network TV,Disney+,Content Selection,,18-24,Midwest,>$150K,9.0
2017,10656,Broadcast TV,Max,Content Selection,Content Selection,55+,Midwest,>$150K,6.0
2017,10705,SiriusXM,YouTube,Device Availability,,55+,West,>$150K,6.48
2017,11216,Cable television,Apple TV+,Convenience,,18-24,South,$75K-$150K,8.0
2017,11342,Broadcast,Spotify,Convenience,Content Selection,25-34,South,$35K-$75K,10.0
2017,10049,Cable,Spotify,Device Availability,Convenience,35-44,South,$75K-$150K,10.0
2017,11576,Broadcast TV,Netflix,Recommendation,,25-34,West,$75K-$150K,9.0
2017,10346,broadcast tv,Paramount+,Convenience,,55+,South,>$150K,10.76
2017,10716,Broadcast TV,Disney+,Device Availability,,35-44,Northeast,>$150K,6.0
2017,11262,Broadcast,YouTube,Bundling,Convenience,25-34,Northeast,<$35K,6.0
2017,11682,Broadcast TV,Spotify,Recommendation,Convenience,55+,Northeast,$75K-$150K,5.0
2017,11644,cable tv,Apple TV+,Convenience,,55+,Northeast,$35K-$75K,9.0
2017,10905,Newspaper,Max,Content Selection,,45-54,West,$35K-$75K,8.0
2017,11276,newspaper,Apple TV+,Price,,55+,West,<$35K,
2017,10298,broadcast tv,Peacock,Content Selection,,55+,South,$35K-$75K,7.49
2017,10902,satellite radio,Paramount+,Bundling,,25-34,Northeast,<$35K,8.0
2017,10091,Network TV,Hulu,Device Availability,,35-44,West,$35K-$75K,4.06
2017,11675,Cable TV,YouTube,Device Availability,Recommendation,55+,West,$75K-$150K,7.0
2017,10478,Broadcast TV,Apple TV+,Bundling,,18-24,Midwest,$35K-$75K,6.0
2017,10408,Cable TV,Max,Convenience,Convenience,18-24,Midwest,$75K-$150K,6.0
2017,11403,Broadcast,Hulu,Bundling,,55+,Midwest,$75K-$150K,8.0
2017,10765,Broadcast TV,Spotify,Bundling,Content Selection,18-24,South,$75K-$150K,4.0
2017,10319,Cable,Hulu,Content Selection,Content Selection,25-34,Northeast,>$150K,6.0
2017,11551,broadcast tv,Apple TV+,Content Selection,,55+,Midwest,$35K-$75K,6.98
2017,11491,Satellite radio,Disney+,Device Availability,Content Selection,35-44,South,$35K-$75K,7.0
2017,11746,Cable television,Peacock,Price,Price,55+,Northeast,>$150K,7.33
2017,10175,Cable TV,Hulu,Price,,25-34,South,$35K-$75K,7.0
2017,11514,CABLE TV,Apple TV+,Convenience,Bundling,55+,South,<$35K,6.0
2017,10111,Cable,Amazon Prime Video,Convenience,Bundling,18-24,Northeast,$35K-$75K,10.0
2017,10497,Cable TV,Disney+,Convenience,,45-54,South,$35K-$75K,5.0
2017,11943,Cable television,Hulu,Bundling,Convenience,35-44,Northeast,<$35K,6.0
2017,11271,Cable television,Amazon Prime Video,Bundling,Recommendation,25-34,Northeast,>$150K,8.0
2017,11897,Cable television,Hulu,Recommendation,Device Availability,18-24,Northeast,$35K-$75K,5.0
2017,10302,Satellite radio,Hulu,Convenience,,35-44,South,>$150K,9.0
2017,11779,broadcast tv,YouTube,Bundling,Device Availability,45-54,Midwest,>$150K,5.0
2017,11704,Cable television,Hulu,Price,Recommendation,25-34,South,<$35K,2.98
2017,11679,Cable TV,Disney+,Recommendation,,35-44,South,$75K-$150K,
2017,10589,SiriusXM,Paramount+,Content Selection,Recommendation,45-54,Midwest,$75K-$150K,6.0
2017,10028,Cable TV,Peacock,Price,Convenience,45-54,West,>$150K,8.0
2017,10703,Satellite radio,Paramount+,Recommendation,Device Availability,45-54,West,<$35K,7.0
2017,11420,Network TV,Paramount+,Bundling,,55+,Northeast,>$150K,7.0
2017,11647,satellite radio,Apple TV+,Price,Price,25-34,Midwest,$75K-$150K,9.0
2017,10227,satellite radio,Peacock,Price,Convenience,45-54,Midwest,<$35K,6.0
2017,10921,Print,Max,Price,Price,55+,Midwest,<$35K,6.0
2017,10964,Network TV,Max,Price,,55+,Northeast,$75K-$150K,6.0
2017,10046,Cable,Apple TV+,Recommendation,,35-44,South,$75K-$150K,8.0
2017,10679,Broadcast TV,Spotify,Content Selection,Price,35-44,West,$35K-$75K,4.0
2017,10428,broadcast tv,Hulu,Bundling,,45-54,West,$35K-$75K,3.6
2017,11515,satellite radio,Peacock,Device Availability,,25-34,West,>$150K,7.0
2017,11101,Satellite radio,YouTube,Recommendation,Device Availability,45-54,Midwest,>$150K,9.0
2017,10433,Cable,Apple TV+,Recommendation,Content Selection,35-44,West,>$150K,
2017,10417,Cable television,Max,Convenience,,35-44,South,>$150K,9.88
2017,11119,cable tv,Paramount+,Recommendation,,45-54,West,<$35K,
2017,11071,satellite radio,Spotify,Content Selection,,18-24,West,<$35K,
2017,11536,satellite radio,YouTube,Convenience,,45-54,Midwest,<$35K,4.05
2017,10529,Broadcast TV,Spotify,Device Availability,,55+,Midwest,>$150K,8.88
2017,11123,cable tv,Apple TV+,Bundling,,25-34,West,$35K-$75K,7.0
2017,10989,CABLE TV,Netflix,Recommendation,,18-24,Midwest,>$150K,7.68
2017,11275,Cable,Apple TV+,Recommendation,,35-44,Northeast,<$35K,8.0
2017,11494,Satellite radio,Max,Bundling,Device Availability,35-44,Northeast,$35K-$75K,5.0
2017,10289,Newspaper,Max,Convenience,Content Selection,35-44,South,$35K-$75K,9.0
2017,11423,Broadcast TV,Max,Price,,45-54,West,>$150K,6.0
2017,11431,Broadcast TV,Disney+,Device Availability,Price,35-44,West,$75K-$150K,
2017,11368,Network TV,Disney+,Price,Device Availability,35-44,Midwest,<$35K,6.92
2017,10037,Broadcast,YouTube,Device Availability,Convenience,45-54,West,$35K-$75K,7.0
2017,10771,Cable television,Apple TV+,Content Selection,Recommendation,55+,South,<$35K,10.0
2017,11193,Broadcast,Hulu,Recommendation,Device Availability,25-34,Northeast,>$150K,5.0
2017,11855,CABLE TV,Hulu,Price,,45-54,West,>$150K,5.0
2017,11358,cable tv,Max,Device Availability,,25-34,West,$35K-$75K,2.0
2017,11078,Network TV,Disney+,Price,Convenience,25-34,West,$35K-$75K,3.0
2017,10089,Broadcast TV,Paramount+,Content Selection,,45-54,South,>$150K,6.04
2017,10523,cable tv,Amazon Prime Video,Recommendation,,55+,Northeast,<$35K,4.0
2017,10348,Cable television,Apple TV+,Content Selection,,55+,Northeast,$35K-$75K,7.0
2017,10123,cable tv,Spotify,Recommendation,Price,35-44,Northeast,$35K-$75K,9.0
2017,10581,cable tv,Peacock,Convenience,,35-44,Midwest,$75K-$150K,6.0
2017,10411,newspaper,Paramount+,Price,Price,25-34,South,<$35K,7.22
2017,11616,Broadcast TV,Paramount+,Price,Device Availability,55+,West,>$150K,3.32
2017,11426,cable tv,Disney+,Content Selection,,35-44,South,<$35K,7.0
2017,11265,Broadcast TV,Amazon Prime Video,Recommendation,,35-44,Northeast,$75K-$150K,6.0
2017,10555,Print Media,Disney+,Price,Device Availability,45-54,West,$75K-$150K,4.33
2017,10108,newspaper,Paramount+,Convenience,,55+,South,$35K-$75K,9.0
2017,10952,Network TV,Hulu,Recommendation,Content Selection,45-54,Northeast,<$35K,4.35
2017,11340,satellite radio,Disney+,Price,Recommendation,35-44,South,$75K-$150K,5.0
2017,11935,SiriusXM,Max,Bundling,,18-24,West,$75K-$150K,4.0
2017,10017,Broadcast TV,Spotify,Convenience,,25-34,South,>$150K,4.0
2017,10136,Cable television,Max,Content Selection,,35-44,South,>$150K,6.36
2017,10795,Cable TV,Spotify,Price,,45-54,Northeast,>$150K,5.56
2017,11352,CABLE TV,Netflix,Price,,45-54,South,$35K-$75K,4.82
2017,11357,broadcast tv,Apple TV+,Bundling,,45-54,Midwest,$75K-$150K,10.37
2017,11745,broadcast tv,Hulu,Recommendation,,18-24,West,<$35K,
2017,11869,Network TV,Peacock,Device Availability,,55+,West,$75K-$150K,3.0
2017,11351,Network TV,Max,Price,Price,25-34,Northeast,<$35K,3.51
2017,10737,Cable television,Disney+,Device Availability,Device Availability,55+,South,<$35K,6.17
2017,11770,Cable,Paramount+,Recommendation,,45-54,South,$35K-$75K,9.0
2017,10220,cable tv,Netflix,Price,,45-54,West,>$150K,6.6
2017,10039,Network TV,Spotify,Bundling,,45-54,South,<$35K,4.0
2017,10599,Cable TV,Max,Device Availability,Recommendation,18-24,West,$75K-$150K,5.0
2017,11776,Network TV,Amazon Prime Video,Bundling,Device Availability,35-44,West,$35K-$75K,7.0
2017,11809,Cable television,Apple TV+,Recommendation,,25-34,South,$75K-$150K,6.52
2017,11329,Cable television,Hulu,Recommendation,,45-54,Midwest,$35K-$75K,6.09
2017,10791,cable tv,Apple TV+,Device Availability,Bundling,18-24,Northeast,$75K-$150K,4.54
2017,10473,cable tv,Apple TV+,Price,,55+,Midwest,$35K-$75K,8.0
2017,10779,Broadcast TV,Netflix,Recommendation,,18-24,Northeast,<$35K,7.0
2017,11041,satellite radio,Disney+,Device Availability,Recommendation,55+,West,<$35K,6.0
2017,11453,Satellite Radio,Amazon Prime Video,Recommendation,,18-24,South,>$150K,6.0
2017,10203,satellite radio,Amazon Prime Video,Content Selection,,55+,West,$35K-$75K,9.0
2017,11851,Newspaper,Spotify,Device Availability,Price,45-54,South,<$35K,
2017,10646,Cable television,Disney+,Recommendation,Price,25-34,Northeast,$75K-$150K,5.0
2017,10992,broadcast tv,Apple TV+,Convenience,Convenience,55+,South,>$150K,6.0
2017,11775,broadcast tv,Peacock,Content Selection,,18-24,Northeast,$75K-$150K,7.0
2017,11222,satellite radio,Amazon Prime Video,Price,,35-44,Midwest,$35K-$75K,10.54
2017,11088,satellite radio,Peacock,Bundling,Price,35-44,Midwest,$75K-$150K,7.0
2017,10180,Newspaper,Max,Bundling,,45-54,Midwest,$35K-$75K,9.0
2017,10381,Broadcast,Apple TV+,Convenience,Device Availability,55+,South,>$150K,1.72
2018,10523,satellite radio,Peacock,Convenience,Price,55+,South,$75K-$150K,8.0
2018,11156,Broadcast,Netflix,Bundling,,25-34,Northeast,<$35K,7.89
2018,10206,cable tv,Max,Recommendation,,18-24,Northeast,$35K-$75K,7.0
2018,11491,Broadcast TV,Max,Price,Bundling,45-54,Northeast,>$150K,
2018,11329,Broadcast TV,Max,Bundling,,18-24,South,$35K-$75K,6.0
2018,11222,Cable,Apple TV+,Bundling,,25-34,West,>$150K,
2018,10549,satellite radio,Disney+,Price,Recommendation,35-44,Midwest,>$150K,10.0
2018,10952,Cable,Spotify,Bundling,Price,45-54,Northeast,$35K-$75K,7.0
2018,11563,Satellite radio,YouTube,Bundling,,35-44,Midwest,$75K-$150K,10.0
2018,11261,Cable,Paramount+,Bundling,Device Availability,25-34,Northeast,>$150K,
2018,10054,Cable,Peacock,Bundling,,45-54,West,<$35K,
